ParentLocationID,POIName,POIType,POILat,POILng,POIDescription,POIDescriptionOld
36,Fraumünster Church,Sight,47.3693,8.5413,"Southern Greek peninsula rich in ancient history (Olympia, Mycenae), charming towns, and beaches.","Southern Greek peninsula rich in ancient history (Olympia, Mycenae), charming towns, and beaches."
36,Bahnhofstrasse,Activity,47.372,8.54,"Mountainous NW Greek region known for Vikos Gorge, Zagori stone villages, and Ioannina city.","Mountainous NW Greek region known for Vikos Gorge, Zagori stone villages, and Ioannina city."
36,Swiss National Museum,Museum,47.3786,8.5404,"Central Greek region famed for Meteora monasteries (UNESCO), Mount Olympus, Volos, and Pelion peninsula.","Central Greek region famed for Meteora monasteries (UNESCO), Mount Olympus, Volos, and Pelion peninsula."
36,Kunsthaus Zürich (Art Museum),Museum,47.3708,8.5488,"Major Swiss art museum featuring significant collections from the Middle Ages to contemporary art, including works by Munch and Giacometti.","Major Swiss art museum featuring significant collections from the Middle Ages to contemporary art, including works by Munch and Giacometti."
36,Uetliberg Mountain,Sight,47.3489,8.4908,"Zurich's local mountain offering panoramic views of the city, lake, and Alps; accessible by train and popular for hiking.","Zurich's local mountain offering panoramic views of the city, lake, and Alps; accessible by train and popular for hiking."
36,Lindt Home of Chocolate,Museum,47.3225,8.553,"Interactive chocolate museum near Zurich featuring the world's largest chocolate fountain, exhibitions, and workshops.","Interactive chocolate museum near Zurich featuring the world's largest chocolate fountain, exhibitions, and workshops."
36,Lindenhof Hill,Park,47.3725,8.5408,Historic hill in Zurich's Old Town offering peaceful city views over the Limmat River; site of a Roman fort.,Historic hill in Zurich's Old Town offering peaceful city views over the Limmat River; site of a Roman fort.
37,Jet d'Eau,Sight,46.2075,6.156,Iconic large water fountain jetting water 140 meters high in Lake Geneva; a symbol of the city.,Iconic large water fountain jetting water 140 meters high in Lake Geneva; a symbol of the city.
37,Lake Geneva (Lac Léman),Activity,46.21,6.15,"One of Europe's largest freshwater lakes, offering boat trips, swimming, and stunning views of the Alps.","One of Europe's largest freshwater lakes, offering boat trips, swimming, and stunning views of the Alps."
37,Old Town (Vieille Ville) & St. Pierre Cathedral,Activity,46.201,6.147,Geneva's historic heart with cobblestone streets and St. Pierre Cathedral where John Calvin preached (climb towers for views).,Geneva's historic heart with cobblestone streets and St. Pierre Cathedral where John Calvin preached (climb towers for views).
37,Palace of Nations (UN),Sight,46.2267,6.14,"European headquarters of the United Nations, offering guided tours of its historic building and assembly halls.","European headquarters of the United Nations, offering guided tours of its historic building and assembly halls."
37,Jardin Anglais & Flower Clock,Park,46.205,6.152,"Famous English garden featuring the iconic Flower Clock (L'horloge fleurie), a symbol of Geneva's watchmaking tradition.","Famous English garden featuring the iconic Flower Clock (L'horloge fleurie), a symbol of Geneva's watchmaking tradition."
37,International Red Cross Museum,Museum,46.2248,6.1375,"Museum dedicated to the history and work of the Red Cross and Red Crescent Movement, offering thought-provoking exhibits.","Museum dedicated to the history and work of the Red Cross and Red Crescent Movement, offering thought-provoking exhibits."
37,Broken Chair,Sight,46.2245,6.1395,"Monumental wooden sculpture opposite the Palace of Nations, symbolizing opposition to landmines and cluster bombs.","Monumental wooden sculpture opposite the Palace of Nations, symbolizing opposition to landmines and cluster bombs."
37,Carouge District,Activity,46.188,6.143,"Bohemian neighborhood known for its Mediterranean atmosphere, artisan boutiques, cafes, and lively market.","Bohemian neighborhood known for its Mediterranean atmosphere, artisan boutiques, cafes, and lively market."
37,Bains des Pâquis,Activity,46.2105,6.153,"Popular public baths on Lake Geneva offering swimming, saunas, and affordable dining with great city views.","Popular public baths on Lake Geneva offering swimming, saunas, and affordable dining with great city views."
37,CERN (Visit requires booking),Museum,46.233,6.055,"European Organization for Nuclear Research, home of the Large Hadron Collider; offers guided tours and exhibitions (book well in advance).","European Organization for Nuclear Research, home of the Large Hadron Collider; offers guided tours and exhibitions (book well in advance)."
38,Grand-Place (Grote Markt),Sight,50.8467,4.3525,"Stunning central square (UNESCO site) surrounded by opulent guildhalls, the City Hall, and Maison du Roi; the architectural heart of Brussels.","Stunning central square (UNESCO site) surrounded by opulent guildhalls, the City Hall, and Maison du Roi; the architectural heart of Brussels."
38,Manneken Pis,Sight,50.845,4.35,Famous small bronze fountain sculpture of a urinating boy; a quirky symbol of Brussels often dressed in costumes.,Famous small bronze fountain sculpture of a urinating boy; a quirky symbol of Brussels often dressed in costumes.
38,Atomium,Sight,50.8948,4.3415,Landmark building from the 1958 World's Fair representing an iron crystal; offers exhibitions and panoramic views.,Landmark building from the 1958 World's Fair representing an iron crystal; offers exhibitions and panoramic views.
38,Royal Palace of Brussels,Sight,50.8418,4.3635,Official palace of the Belgian King (used for state functions); open to the public in summer.,Official palace of the Belgian King (used for state functions); open to the public in summer.
38,Parc du Cinquantenaire,Park,50.842,4.39,"Large urban park featuring triumphal arches, museums (Military, AutoWorld), and green spaces.","Large urban park featuring triumphal arches, museums (Military, AutoWorld), and green spaces."
38,Magritte Museum,Museum,50.843,4.3595,"Museum dedicated to the works of Belgian surrealist artist René Magritte, part of the Royal Museums of Fine Arts.","Museum dedicated to the works of Belgian surrealist artist René Magritte, part of the Royal Museums of Fine Arts."
38,European Quarter,Activity,50.84,4.38,"Neighborhood housing the main institutions of the European Union, offering visitor centers and tours.","Neighborhood housing the main institutions of the European Union, offering visitor centers and tours."
38,St. Michael & St. Gudula Cathedral,Sight,50.8477,4.36,"Co-cathedral of Brussels, a stunning example of Brabantine Gothic architecture with impressive stained glass.","Co-cathedral of Brussels, a stunning example of Brabantine Gothic architecture with impressive stained glass."
38,Galeries Royales Saint-Hubert,Sight,50.848,4.3545,"Elegant 19th-century glazed shopping arcades filled with boutiques, chocolatiers, cafes, and a theater.","Elegant 19th-century glazed shopping arcades filled with boutiques, chocolatiers, cafes, and a theater."
38,Belgian Comic Strip Center,Museum,50.8515,4.3605,"Museum celebrating Belgian comics (Tintin, Smurfs) housed in a beautiful Art Nouveau building.","Museum celebrating Belgian comics (Tintin, Smurfs) housed in a beautiful Art Nouveau building."
39,Antwerp Central Station,Sight,51.2173,4.4214,"Considered one of the world's most beautiful railway stations, known for its grand architecture.","Considered one of the world's most beautiful railway stations, known for its grand architecture."
39,Grote Markt & City Hall,Sight,51.2211,4.4,"Antwerp's main square featuring the ornate Renaissance City Hall, guildhalls, and the Brabo Fountain.","Antwerp's main square featuring the ornate Renaissance City Hall, guildhalls, and the Brabo Fountain."
39,Cathedral of Our Lady,Sight,51.2203,4.4017,"Largest Gothic church in the Benelux, housing masterpieces by Peter Paul Rubens; its belfry is a UNESCO site.","Largest Gothic church in the Benelux, housing masterpieces by Peter Paul Rubens; its belfry is a UNESCO site."
39,Rubens House (Rubenshuis),Museum,51.2178,4.411,"Former home and studio of Baroque painter Peter Paul Rubens, now a museum showcasing his life and works.","Former home and studio of Baroque painter Peter Paul Rubens, now a museum showcasing his life and works."
39,MAS (Museum aan de Stroom),Museum,51.2285,4.4045,Modern museum focusing on Antwerp's port history; offers panoramic city views from its rooftop.,Modern museum focusing on Antwerp's port history; offers panoramic city views from its rooftop.
39,Diamond District,Activity,51.216,4.419,"Area near Central Station known as the world's leading diamond trading center, with numerous shops.","Area near Central Station known as the world's leading diamond trading center, with numerous shops."
39,Het Steen Castle,Sight,51.223,4.397,"Medieval fortress on the Scheldt river, Antwerp's oldest building, housing visitor experiences.","Medieval fortress on the Scheldt river, Antwerp's oldest building, housing visitor experiences."
39,Plantin-Moretus Museum,Museum,51.2183,4.3979,Historic printing press and publishing house (UNESCO site) showcasing ancient printing presses.,Historic printing press and publishing house (UNESCO site) showcasing ancient printing presses.
39,Zurenborg (Cogels-Osylei),Sight,51.206,4.43,Neighborhood famous for its stunning concentration of late 19th-century Art Nouveau and Fin de Siècle architecture.,Neighborhood famous for its stunning concentration of late 19th-century Art Nouveau and Fin de Siècle architecture.
39,Meir Shopping Street,Activity,51.218,4.408,"Antwerp's main shopping street, lined with international brands in beautiful historic buildings.","Antwerp's main shopping street, lined with international brands in beautiful historic buildings."
40,City of Arts and Sciences,Sight,39.4545,-0.3515,"Futuristic architectural complex including a science museum, opera house, aquarium, and more.","Futuristic architectural complex including a science museum, opera house, aquarium, and more."
40,Valencia Cathedral & Miguelete,Sight,39.4758,-0.3754,Cathedral housing the reputed Holy Grail; climb the Miguelete bell tower for panoramic city views.,Cathedral housing the reputed Holy Grail; climb the Miguelete bell tower for panoramic city views.
40,La Lonja de la Seda (Silk Exchange),Sight,39.474,-0.3778,"This UNESCO World Heritage site is a masterpiece of Valencian Gothic architecture, serving historically as Valencia's silk and commodity exchange.",Masterpiece of late Gothic civic architecture (UNESCO site) showcasing Valencia's historic commercial power.
40,Central Market (Mercado Central),Activity,39.4745,-0.3785,"Valencia's Central Market is one of Europe's largest and oldest running food markets, housed in a notable Valencian Art Nouveau building, offering diverse fresh produce.","One of Europe's largest fresh produce markets, housed in a beautiful Art Nouveau building."
40,Turia Gardens,Park,39.47,-0.37,"The Turia Gardens occupy the diverted riverbed of the Turia River, forming a large urban park that snakes through Valencia, featuring paths, gardens, and recreational areas.","Unique urban park created in a former riverbed, stretching through the city; perfect for walking and cycling."
40,Torres de Serranos,Sight,39.4791,-0.3758,"The Torres de Serranos are one of the twelve gates that formed part of Valencia's ancient city wall, representing a significant example of Valencian Gothic architecture.",Impressive medieval city gate offering historical insights and views from the top.
40,Barrio del Carmen (Old Town),Activity,39.477,-0.378,"Barrio del Carmen is Valencia's historic northeastern district (part of the Ciutat Vella), characterized by medieval winding streets, historic buildings, cafes, and nightlife.","Historic neighborhood known for narrow streets, medieval buildings, street art, and lively nightlife."
40,L'Oceanogràfic,Museum,39.4532,-0.3485,"L'Oceanogràfic, located within Valencia's City of Arts and Sciences complex, is Europe's largest aquarium, representing various marine ecosystems.","Largest aquarium in Europe, located within the City of Arts and Sciences."
40,Malvarrosa Beach,Activity,39.476,-0.325,"Malvarrosa is Valencia's main city beach, a wide, sandy expanse fronting the Mediterranean Sea, lined with a promenade and restaurants.","Wide sandy city beach easily accessible from Valencia, popular for sunbathing and dining."
40,Museo Fallero (Fallas Museum),Museum,39.458,-0.355,This museum houses the collection of 'ninots indultats' – papier-mâché figures pardoned by popular vote from being burned each year during Valencia's Fallas festival.,Museum showcasing the 'ninots' (figures) saved from the annual Fallas festival bonfires.
41,Ribeira District,Activity,41.1405,-8.613,"Porto's Ribeira District (UNESCO World Heritage site) is the historic riverside quarter known for its colourful, narrow houses, traditional boats, and lively atmosphere.","Colorful historic riverside district (UNESCO site) known for narrow streets, traditional houses, and lively atmosphere."
41,Dom Luís I Bridge,Sight,41.14,-8.61,"The Dom Luís I Bridge is an iconic double-deck metal arch bridge spanning the Douro River between Porto and Vila Nova de Gaia, offering transport and pedestrian access.","Iconic double-deck metal arch bridge spanning the Douro River, offering stunning views from both levels."
41,Livraria Lello,Sight,41.1469,-8.6146,"Livraria Lello is a historic bookstore in Porto, renowned for its ornate neo-Gothic interior featuring a grand staircase, stained glass, and carved wood details.","Famous bookstore often cited as one of the world's most beautiful, known for its stunning interior (entry fee applies)."
41,Clérigos Church & Tower,Sight,41.1458,-8.6146,The Clérigos Church is a notable Baroque building in Porto; its tall bell tower (Torre dos Clérigos) is a prominent city landmark offering panoramic views.,Baroque church with a tall bell tower offering panoramic views of Porto; a prominent city landmark.
41,Porto Cathedral (Sé do Porto),Sight,41.143,-8.611,"Porto Cathedral (Sé) is a Romanesque fortress-like cathedral dating from the 12th century, featuring later Gothic and Baroque additions, located in the historic centre.",Romanesque cathedral offering historical significance and views over the city and river.
41,São Bento Train Station,Sight,41.1455,-8.6105,"Porto's São Bento Train Station is famous for its main vestibule, which is covered with approximately 20,000 azulejo tiles depicting scenes from Portuguese history.",Train station famous for its main hall decorated with thousands of azulejo tiles depicting Portuguese history.
41,Vila Nova de Gaia (Port Cellars),Activity,41.136,-8.613,"Vila Nova de Gaia, located across the Douro River from Porto, is the traditional centre for the ageing and storage of Port wine, home to numerous historic Port cellars.","Area across the river from Porto, famous for numerous Port wine cellars offering tours and tastings."
41,Serralves Museum & Villa,Museum,41.1595,-8.648,"The Serralves Foundation includes a leading contemporary art museum designed by Álvaro Siza Vieira, extensive gardens, and a preserved Art Deco villa.","Contemporary art museum set in beautiful park grounds, also featuring an Art Deco villa."
41,Bolhão Market,Activity,41.149,-8.607,"Mercado do Bolhão is Porto's historic public market, housed in a neoclassical building (recently restored), known for fresh produce, flowers, and local goods.","Traditional covered market (recently renovated) offering fresh produce, flowers, and local crafts."
41,Foz do Douro,Activity,41.151,-8.675,"Foz do Douro is the coastal district where the Douro River meets the Atlantic Ocean, featuring beaches, promenades, the Felgueiras Lighthouse, and seaside cafes.","Coastal district where the Douro River meets the Atlantic, featuring beaches, promenades, and lighthouses."
42,Pompeii Archaeological Site,Sight,40.749,14.4875,The Pompeii Archaeological Site contains the remarkably preserved ruins of a Roman city buried by the eruption of Mount Vesuvius in 79 AD.,Vast Roman city ruins preserved by the eruption of Mount Vesuvius in 79 AD (UNESCO site); near Naples.
42,Naples National Archaeological Museum,Museum,40.853,14.2505,"This museum houses one of the world's most significant collections of Roman antiquities, including mosaics, sculptures, and artifacts from Pompeii and Herculaneum.","One of the world's best museums of Roman artifacts, housing treasures from Pompeii and Herculaneum."
42,Naples Historic Centre (UNESCO),Activity,40.848,14.258,The Historic Centre of Naples (UNESCO World Heritage site) is noted for its dense concentration of historical monuments and its street plan retaining ancient elements.,"Sprawling historic heart (UNESCO site) known for narrow streets, churches, vibrant atmosphere, and layers of history."
42,Mount Vesuvius Summit,Sight,40.821,14.426,"Mount Vesuvius is an active volcano overlooking the Bay of Naples, famous for its eruption in 79 AD; its crater rim is accessible for views.",Active volcano overlooking the Bay of Naples; hike to the crater rim for views (near Naples).
42,Spaccanapoli Street,Activity,40.849,14.255,"Spaccanapoli ('Naples splitter') is the name given to the long, narrow main street that traverses the historic centre of Naples, following an ancient Greco-Roman road.","Narrow, straight street dividing the historic center, lined with shops, churches, and pizzerias."
42,Cappella Sansevero (Veiled Christ),Sight,40.8505,14.2565,"The Cappella Sansevero is a Baroque chapel renowned for its remarkable sculptures, particularly Giuseppe Sanmartino's 'Veiled Christ'.","Chapel famous for housing the incredibly realistic marble sculpture, the Veiled Christ."
42,Castel dell'Ovo,Sight,40.8283,14.247,"Castel dell'Ovo ('Egg Castle') is Naples' oldest standing fortification, a seaside castle located on the former islet of Megaride, linked by a causeway.","Oldest castle in Naples, located on a peninsula offering beautiful sea views (""Egg Castle"")."
42,Piazza del Plebiscito & Royal Palace,Sight,40.836,14.249,"Piazza del Plebiscito is Naples' largest public square, flanked by the Royal Palace (Palazzo Reale) and the Basilica San Francesco di Paola with its colonnades.",Grand public square featuring the Royal Palace of Naples and Basilica of San Francesco di Paola.
42,Lungomare Caracciolo (Waterfront),Activity,40.831,14.24,"Lungomare Caracciolo is a long seaside promenade offering views of the Bay of Naples, Mount Vesuvius, Capri, and Castel dell'Ovo.","Scenic waterfront promenade offering views of the Bay of Naples, Mount Vesuvius, and Castel dell'Ovo."
42,Napoli Sotterranea (Underground),Activity,40.8508,14.2575,"Napoli Sotterranea refers to guided tours exploring the network of tunnels and cavities beneath Naples, including Greek quarries, Roman aqueducts, and WWII shelters.","Guided tour exploring tunnels beneath Naples, revealing Greek aqueducts, Roman markets, and WWII shelters."
43,Kelvingrove Art Gallery & Museum,Museum,55.8686,-4.2913,"Kelvingrove Art Gallery & Museum houses extensive collections covering natural history, world cultures, and European art, including notable Scottish artists.","Popular museum housing diverse collections of art, natural history, and artifacts, including a Spitfire."
43,Glasgow Cathedral,Sight,55.8636,-4.2358,"Also known as St Mungo's Cathedral, this is a significant example of Scottish Gothic architecture and one of the few medieval Scottish cathedrals to survive the Reformation intact.","Magnificent medieval cathedral (St Mungo's), a rare example of surviving mainland Scottish Gothic architecture."
43,Riverside Museum (Transport),Museum,55.8645,-4.3075,"Designed by Zaha Hadid, the Riverside Museum displays Glasgow's transport and technology collections, reflecting the city's shipbuilding and industrial heritage.","Award-winning museum designed by Zaha Hadid, showcasing Glasgow's transport history and a tall ship."
43,George Square & City Chambers,Sight,55.861,-4.25,"George Square is Glasgow's principal civic square, dominated by the ornate Victorian City Chambers (municipal headquarters) and featuring numerous statues.",Glasgow's principal civic square featuring statues and the impressive Victorian City Chambers building.
43,Glasgow Necropolis,Sight,55.864,-4.232,"The Glasgow Necropolis is a large Victorian cemetery adjacent to Glasgow Cathedral, known for its elaborate tombs, sculptures, and monuments.","Victorian cemetery on a hill beside the Cathedral, featuring elaborate tombs and monuments."
43,Buchanan Street (Shopping),Activity,55.862,-4.253,"Buchanan Street is a major pedestrianised shopping street in Glasgow city centre, known for its mix of upscale stores, Victorian architecture, and street performers.",Glasgow's main pedestrianized shopping street known for high-end stores and Victorian architecture.
43,University of Glasgow,Sight,55.8721,-4.2882,"Founded in 1451, the University of Glasgow features prominent Gothic Revival architecture in its main Gilmorehill campus and houses the Hunterian Museum.",Historic university known for stunning Gothic Revival architecture and the Hunterian Museum.
43,Pollok Country Park & Burrell Collection,Park,55.827,-4.308,"Pollok Country Park is Glasgow's largest park, containing woodland, gardens, Highland cattle, Pollok House, and the renowned Burrell Collection art museum.","Large park housing the Burrell Collection (world-class art), Pollok House, and Highland cattle."
43,Gallery of Modern Art (GoMA),Museum,55.86,-4.2515,"Housed in a neoclassical building in Royal Exchange Square, GoMA is Scotland's main gallery dedicated to modern and contemporary art.","Scotland's most visited modern art gallery, housed in a neoclassical building (famous for the coned statue outside)."
43,City Centre Mural Trail,Activity,55.86,-4.25,"This self-guided trail highlights numerous large-scale street art murals painted on buildings throughout Glasgow city centre, showcasing local and international artists.",Self-guided trail exploring large-scale street art murals decorating Glasgow city center buildings.
44,Old Port (Vieux-Port),Activity,43.295,5.374,"Marseille's Vieux-Port (Old Port) is the city's historic natural harbour, now primarily a marina, surrounded by restaurants, cafes, and historic buildings.","Historic heart of Marseille, a bustling harbour filled with boats, surrounded by cafes and restaurants."
44,Basilique Notre-Dame de la Garde,Sight,43.284,5.371,"This Romano-Byzantine basilica stands atop Marseille's highest natural point, La Garde, serving as a prominent city landmark offering panoramic views.",Basilica on Marseille's highest point offering stunning panoramic views of the city and sea.
44,Le Panier (Old Town),Activity,43.298,5.37,"Le Panier is Marseille's oldest district, located north of the Old Port, characterized by narrow winding streets, colourful facades, artisan shops, and historic squares.","Marseille's oldest neighborhood with narrow winding streets, colourful facades, and artisan shops."
44,Calanques National Park (Sugiton Calanque),Park,43.212,5.455,"The Calanques National Park protects a coastal area between Marseille and Cassis, featuring steep limestone inlets (calanques) like Sugiton, known for clear water.",Stunning park with limestone cliffs plunging into turquoise waters; accessible via hiking or boat trips.
44,MuCEM (Museum),Museum,43.3,5.365,"The MuCEM (Museum of European and Mediterranean Civilisations) is a national museum located at the entrance to Marseille's Old Port, housed in a modern building.",Museum of European and Mediterranean Civilisations in a striking modern building connected to Fort Saint-Jean.
44,Château d'If,Sight,43.27,5.325,"Located on an island in the Bay of Marseille, Château d'If is a 16th-century fortress later used as a prison, famously featured in ""The Count of Monte Cristo"".","Fortress island famously featured in ""The Count of Monte Cristo,"" accessible by boat."
44,La Corniche (Coastal Road),Activity,43.275,5.36,"La Corniche is a scenic coastal road offering views of the Mediterranean Sea, offshore islands (like Frioul archipelago), and features like the Vallon des Auffes.","Scenic coastal road offering beautiful views of the Mediterranean Sea, islands, and coastline."
44,Cours Julien (Street Art/Market),Activity,43.295,5.385,"Cours Julien is a large square and surrounding neighbourhood known for its alternative atmosphere, vibrant street art, independent boutiques, cafes, and markets.","Trendy square known for vibrant street art, alternative boutiques, cafes, and markets."
44,Marseille Cathedral (La Major),Sight,43.3005,5.367,"Marseille Cathedral (Cathédrale de la Major) is a large 19th-century cathedral built in Romano-Byzantine style, notable for its striped facade and domes.",Massive striped cathedral overlooking the sea near the Old Port.
44,Vallon des Auffes,Sight,43.283,5.357,"Vallon des Auffes is a small traditional fishing harbour tucked beneath the Corniche road bridge, known for its colourful fishing boats (pointus) and seafood restaurants.","Picturesque traditional fishing harbour nestled under a bridge, featuring colourful boats and seafood restaurants."
45,Vieux Lyon (Old Lyon),Activity,45.76,4.827,"Vieux Lyon (UNESCO World Heritage site) is one of Europe's largest Renaissance districts, characterized by colourful buildings, hidden passageways (traboules).","One of Europe's largest Renaissance neighborhoods (UNESCO site) with cobblestone streets, traboules, and bouchon restaurants."
45,Basilica of Notre-Dame de Fourvière,Sight,45.762,4.8225,"Perched on Fourvière hill overlooking Lyon, this late 19th-century basilica is noted for its ornate Byzantine and Romanesque architecture and city views.","Ornate basilica overlooking Lyon from Fourvière hill, offering panoramic city views."
45,Parc de la Tête d'Or,Park,45.775,4.852,"Parc de la Tête d'Or ('Park of the Golden Head') is Lyon's largest urban park, featuring a lake, botanical garden, zoo, rose garden, and velodrome.","Large urban park featuring a lake, botanical gardens, zoo, and rose garden."
45,Les Halles de Lyon Paul Bocuse,Activity,45.763,4.848,"Les Halles de Lyon Paul Bocuse is a renowned indoor food market featuring numerous high-quality vendors selling regional specialties, fine produce, and delicacies.",Famous indoor food market featuring high-quality produce and gourmet stalls; a foodie paradise.
45,Explore the Traboules,Activity,45.762,4.828,"Traboules are distinctive architectural features of Lyon, primarily in Vieux Lyon and Croix-Rousse, consisting of passageways through buildings connecting streets.","Discover Lyon's unique hidden passageways (traboules), mainly in Vieux Lyon and Croix-Rousse."
45,Presqu'île District,Activity,45.76,4.833,"The Presqu'île ('peninsula') is Lyon's central district located between the Rhône and Saône rivers, containing major squares (Bellecour, Terreaux), shopping streets.","Peninsula between the Rhône and Saône rivers, Lyon's central district with shopping streets and squares."
45,Musée des Confluences,Museum,45.734,4.818,"Located at the confluence of the Rhône and Saône rivers, this museum features exhibits on natural science, anthropology, societies, and civilisations in a modern building.",Science and anthropology museum in a striking modern building at the rivers' confluence.
45,Gallo-Roman Museum of Lyon,Museum,45.7605,4.821,"Situated near the Roman theatres on Fourvière hill, this museum showcases Lyon's Gallo-Roman past (Lugdunum) with mosaics, sculptures, and artifacts.","Museum built into Fourvière hill near ancient Roman theaters, showcasing Lyon's Roman past."
45,Place Bellecour,Sight,45.7578,4.8322,"Place Bellecour is one of Europe's largest pedestrian squares, located on the Presqu'île, featuring an equestrian statue of Louis XIV at its centre.","One of Europe's largest open squares, located on the Presqu'île, featuring an equestrian statue."
45,Croix-Rousse District,Activity,45.775,4.83,"The Croix-Rousse district sits on a hill known for its history as Lyon's silk-weaving centre, featuring unique weavers' workshops (canut apartments) and traboules.","Historic silk workers' district on a hill known for traboules, slopes, street art, and village atmosphere."
46,Santorini - Oia Village,Sight,36.4615,25.3755,"Oia is a village on Santorini famed for its picturesque setting on the caldera cliffs, traditional whitewashed architecture, blue-domed churches, and sunset views.","Famous village perched on caldera cliffs, known for stunning sunsets, whitewashed houses, and blue domes."
46,Santorini - Fira Town,Sight,36.417,25.431,"Fira is the capital of Santorini, perched on the caldera edge, offering dramatic views, museums, shops, restaurants, and cable car access to the old port.","Capital of Santorini on the caldera edge, offering shops, restaurants, nightlife, and dramatic views."
46,Mykonos Town (Chora),Sight,37.4467,25.3287,"Mykonos Town (Chora) is the island's main settlement, characterized by its labyrinthine whitewashed streets, Cycladic architecture, windmills, and lively atmosphere.","Lively, picturesque town known for whitewashed alleys, windmills, Little Venice, and nightlife."
46,Mykonos - Paradise Beach,Activity,37.405,25.36,"Paradise Beach is known internationally for its beach clubs and parties, attracting a young crowd for music and dancing during the summer season.","Famous beach known for its vibrant party scene, beach clubs, and music."
46,Mykonos - Little Venice & Windmills,Sight,37.445,25.325,Little Venice is a district where buildings stand at the water's edge; nearby are the island's iconic 16th-century windmills on a hill overlooking the sea.,"Charming area where houses meet the sea, adjacent to iconic windmills; perfect for sunset cocktails."
46,Naxos - Chora & Portara,Sight,37.106,25.374,"Naxos Town (Chora) is the island's capital and port; adjacent on an islet is the Portara, a large 6th-century BC marble gate, the remnant of an unfinished temple.","Main town featuring a harbour, old town, and the Portara, a large marble gate of an unfinished ancient temple."
46,Naxos - Agios Prokopios Beach,Activity,37.075,25.345,"Agios Prokopios is a long, popular beach known for its coarse sand and clear turquoise waters, located south of Naxos Town.",Popular long sandy beach known for crystal-clear turquoise waters and relaxed atmosphere.
46,Paros - Naoussa Village,Sight,37.119,25.237,"Naoussa is a picturesque fishing village on Paros, known for its charming harbour with Venetian fortress remnants, whitewashed alleys, and numerous tavernas.","Picturesque fishing village known for its charming harbour, whitewashed alleys, and lively nightlife."
46,Paros - Parikia Town,Sight,37.086,25.149,"Parikia is the capital and main port of Paros, featuring the important Byzantine church Panagia Ekatontapiliani ('Church of 100 Doors') and a ferry harbour.",Main port and capital of Paros featuring a historic old town and the important Panagia Ekatontapiliani church.
46,Delos Archaeological Site,Sight,37.399,25.267,The island of Delos (UNESCO World Heritage site) was a major religious centre in antiquity; it contains extensive archaeological ruins including temples and mosaics.,"Uninhabited island near Mykonos, a major archaeological site (UNESCO) considered Apollo's mythical birthplace."
47,Rhodes - Rhodes Old Town (UNESCO),Sight,36.445,28.225,"The Old Town of Rhodes (UNESCO World Heritage site) is one of Europe's best-preserved medieval fortified cities, built primarily by the Knights Hospitaller.",Impressively preserved medieval walled city built by the Knights of St John.
47,Rhodes - Acropolis of Lindos,Sight,36.09,28.0875,"The Acropolis of Lindos contains ruins from ancient Greek, Roman, and Byzantine periods, situated above the picturesque modern village of Lindos.","Ancient acropolis overlooking a beautiful bay, featuring ruins of temples and a castle below the charming village."
47,Kos - Kos Town,Sight,36.893,27.288,"Kos Town, the island's capital, features ancient ruins (Agora, Odeon), the Plane Tree of Hippocrates, a medieval castle (Neratzia), and a modern harbour area.","Main town featuring ancient ruins (Agora, Odeon), medieval castle, harbour, and the Plane Tree of Hippocrates."
47,Kos - Asklepion Ancient Site,Sight,36.872,27.246,The Asklepion of Kos was an ancient medical sanctuary dedicated to Asclepius; its ruins are spread across terraces on a hillside overlooking the sea.,"Ruins of an ancient medical sanctuary dedicated to Asclepius, the god of healing."
47,Symi - Symi Harbour & Town,Sight,36.615,27.838,Symi's main harbour (Gialos) and upper town (Chorio) are known for their picturesque setting and well-preserved colourful neoclassical architecture.,Exceptionally picturesque island known for its neoclassical architecture in pastel colours surrounding a stunning harbour.
47,Patmos - Monastery of St. John,Sight,37.329,26.548,"The Monastery of Saint John the Theologian (UNESCO World Heritage site) is a fortified Greek Orthodox monastery founded in the 11th century, dominating Patmos.","Historic fortified monastery (UNESCO site) overlooking the island, important pilgrimage site."
47,Patmos - Cave of the Apocalypse,Sight,37.321,26.545,"Located below the main monastery, the Cave of the Apocalypse (UNESCO World Heritage site) is traditionally identified as the grotto where Saint John received his visions.",Small cave (UNESCO site) where St John is said to have received visions for the Book of Revelation.
47,Karpathos - Olympos Village,Sight,35.74,27.173,"Olympos is a traditional village clinging to a mountainside, known for preserving older customs, dialect, and traditional dress, accessible via a winding road.","Traditional village clinging to a mountainside, known for preserving old customs and colourful traditional dress."
47,Kalymnos - Pothia Town,Sight,36.95,26.985,"Pothia, the capital of Kalymnos, is a bustling port town known for its history of sponge diving, colourful neoclassical buildings, and sponge workshops.",Main port town known for its sponge diving heritage and colourful neoclassical buildings.
47,Nisyros - Volcano Crater,Sight,36.586,27.16,"Nisyros is a volcanic island; its caldera contains the Stefanos crater, which visitors can walk inside amidst fumaroles and sulphur deposits.","Visit the accessible crater of the dormant volcano (Stefanos crater), known for fumaroles and sulphur crystals."
48,Corfu - Corfu Old Town (UNESCO),Sight,39.6243,19.9217,"The Old Town of Corfu (UNESCO World Heritage site) displays significant Venetian influence in its architecture, featuring narrow streets, two fortresses, and the Liston.","Beautiful historic town heavily influenced by Venetian architecture, featuring narrow streets and fortresses."
